Name,Stars,Cuisine,Currency_Type,Region,Mid_Point,coor,Latitude,Longitude,Country
La Plage d'AmÈe,One,Contemporary ,EUR,Namur,65.49,"50.4375904,4.8643861",50.4375904,4.8643861,Belgium
Het Gebaar,One,Creative,EUR,Antwerpen,111,"51.2138901,4.4070787",51.2138901,4.4070787,Belgium
Wine in the City,One,Creative,EUR,Bruxelles-Capitale,80.48,"50.8723531,4.3239267",50.8723531,4.3239267,Belgium
Comme Chez Soi,Two,Creative French,EUR,Bruxelles-Capitale,232.55,"50.8424669,4.3460080",50.8424669,4.346008,Belgium
Boury,Two,Creative French,EUR,West-Vlaanderen,116.55,"50.9376013,3.1405076",50.9376013,3.1405076,Belgium
Little Paris,One,Lyonnaise,EUR,Brabant-Wallon,44.4,"50.7229965,4.3982721",50.7229965,4.3982721,Belgium
Les Pieds dans le Plat,One,Classic,EUR,Be-Luxembourg,85.47,"50.2397606,5.4107173",50.2397606,5.4107173,Belgium
M-Bistro,One,Contemporary ,EUR,West-Vlaanderen,71.6,"51.1298250,2.7525755",51.129825,2.7525755,Belgium
Hostellerie Vivendum,One,Contemporary ,EUR,Be-Limburg,88.8,"51.0332406,5.7363626",51.0332406,5.7363626,Belgium
Les Gourmands,One,Classic,EUR,Hainaut,86.03,"50.3606690,3.8873851",50.360669,3.8873851,Belgium
Slagmolen,Two,Traditional,EUR,Be-Limburg,119.33,"51.0431658,5.6159232",51.0431658,5.6159232,Belgium
Le Coq aux Champs,One,Creative French,EUR,Liege,89.36,"50.4714671,5.3876393",50.4714671,5.3876393,Belgium
Arenberg,One,Classic,EUR,Vlaams-Brabant,107.67,"50.8608425,4.6655965",50.8608425,4.6655965,Belgium
De Mijlpaal,One,Creative,EUR,Be-Limburg,77.7,"50.7803300,5.4617376",50.78033,5.4617376,Belgium
De Vork van Luc Bellings,One,Creative,EUR,Be-Limburg,99.9,"50.9004326,5.3562711",50.9004326,5.3562711,Belgium
Philippe Meyers,One,Classic,EUR,Brabant-Wallon,62.16,"50.6823016,4.3700555",50.6823016,4.3700555,Belgium
Horseele,One,Creative French,EUR,Oost-Vlaanderen,147.08,"51.0159848,3.7321944",51.0159848,3.7321944,Belgium
Brasserie Julie,One,Home Cooking,EUR,Vlaams-Brabant,61.05,"50.8611708,4.2126098",50.8611708,4.2126098,Belgium
Arabelle Meirlaen,One,Organic,EUR,Liege,97.13,"50.4866310,5.2217754",50.486631,5.2217754,Belgium
Sel Gris,One,Creative,EUR,West-Vlaanderen,108.23,"51.3441120,3.2563193",51.344112,3.2563193,Belgium
Hostellerie St-Nicolas,Two,Creative,EUR,West-Vlaanderen,122.1,"50.8857292,2.8182810",50.8857292,2.818281,Belgium
Quadras,One,Creative,EUR,Liege,93.24,"50.2845500,6.1222700",50.28455,6.12227,Belgium
Le Gastronome,One,Contemporary,EUR,Be-Luxembourg,65.49,"49.8955105,5.1181746",49.8955105,5.1181746,Belgium
La Villa Emily,One,Mediterranean,EUR,Bruxelles-Capitale,117.11,"50.8192768,4.3696742",50.8192768,4.3696742,Belgium
Maison Marit,One,Classic French,EUR,Brabant-Wallon,82.14,"50.6630440,4.3835317",50.663044,4.3835317,Belgium
Marcus,One,Creative,EUR,West-Vlaanderen,155.4,"50.8488967,3.3826144",50.8488967,3.3826144,Belgium
Kamo,One,Japanese,EUR,Bruxelles-Capitale,80.48,"50.8193121,4.3615220",50.8193121,4.361522,Belgium
La Truffe Noire,One,Italian,EUR,Bruxelles-Capitale,152.62,"50.8163073,4.3763522",50.8163073,4.3763522,Belgium
Castor,One,Contemporary French,EUR,West-Vlaanderen,88.8,"50.8722852,3.3429062",50.8722852,3.3429062,Belgium
L.E.S.S.,One,Asian Influences,EUR,West-Vlaanderen,95.46,"51.2047548,3.2184741",51.2047548,3.2184741,Belgium
Hostellerie Gilain,One,Contemporary French,EUR,Namur,113.78,"50.2562796,5.0377695",50.2562796,5.0377695,Belgium
Ogst,One,Contemporary French,EUR,Be-Limburg,61.05,"50.9294564,5.3335502",50.9294564,5.3335502,Belgium
Chambre SÈparÈe,One,Creative,EUR,Oost-Vlaanderen,255.3,"51.0539075,3.7317043",51.0539075,3.7317043,Belgium
Hof Ter Hulst,One,Classic,EUR,Antwerpen,87.14,"51.0769653,4.7934420",51.0769653,4.793442,Belgium
Souvenir,One,Creative,EUR,Oost-Vlaanderen,74.93,"51.0496543,3.7322294",51.0496543,3.7322294,Belgium
EssenCiel,One,French Contemporary,EUR,Vlaams-Brabant,71.6,"50.8766793,4.7004942",50.8766793,4.7004942,Belgium
Pastorale,Two,Creative,EUR,Antwerpen,141.53,"51.1008376,4.4152963",51.1008376,4.4152963,Belgium
L'impÈratif,One,Seafood,EUR,Hainaut,88.25,"50.5248600,3.5727100",50.52486,3.57271,Belgium
Le Pigeon Noir,One,Country Cooking,EUR,Vlaams-Brabant,59.94,"50.7920524,4.3482104",50.7920524,4.3482104,Belgium
JER,One,Contemporary ,EUR,Be-Limburg,82.7,"50.9308782,5.3405435",50.9308782,5.3405435,Belgium
Altermezzo,One,Creative,EUR,Be-Limburg,101.57,"50.8024317,5.4657753",50.8024317,5.4657753,Belgium
Ter Leepe,One,Creative,EUR,West-Vlaanderen,87.69,"51.1258826,3.1544424",51.1258826,3.1544424,Belgium
Ch‚teau du Mylord,Two,Contemporary ,EUR,Hainaut,147.08,"50.7298541,3.6736201",50.7298541,3.6736201,Belgium
Cuchara,Two,Creative,EUR,Be-Limburg,116,"51.2309534,5.3097212",51.2309534,5.3097212,Belgium
Bozar Restaurant,One,Contemporary French,EUR,Bruxelles-Capitale,120.99,"50.8442546,4.3598443",50.8442546,4.3598443,Belgium
